"id","state","city","district","h_name","address","pincode","contact","helpline","fax","category","website","email","blood_component","blood_group","service_time","latitude","longitude"
"2232","Tamil Nadu","Tirunelveli","Tirunelveli","Aarthi Hospital and Diagnostic Centre Blood Bank","No. 177/A-22/2 Trivandrum High Road Vannarapettai","627003","04632 221346","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2233","Tamil Nadu","Cuddalore","Cuddalore","Hi Tech Blood Bank and Research Foundation","No. 2 Chinnappa Mudali Street Manja Kuppam","1","04142 230977","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2234","Tamil Nadu","Krishnagiri","Krishnagiri","Karunya Hospital Blood Bank","No.46 Ist Cross Co-Operative Colony","635001","04343 235512","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2235","Tamil Nadu","Chrompet","Chennai","Sree Balaji General Hospital Blood Bank","No. 7 Works Road","600044","044 22415600","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2236","Tamil Nadu","Kanyakumari","Kanyakumari","Indian Medical Centre Dr Kumarsawamy Health Center","Perumal Puram Kottaram Post","629703","0465 2270756","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2237","Tamil Nadu","Salem","Salem","KSM (Run by Maruti Charitable Trust","245/10 , 5th Cross street, Brindavan Road, Fairlands","636016","0427 2446788, 0427 2445453","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2238","Tamil Nadu","Tirunelveli","Tirunelveli","Karteek Karteek Nursing Home","Complex No. 37 (STC Road) Perumal Puram 7th Street","627007","0462 2530409, 0462 2530410, 0462 2531777","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2239","Tamil Nadu","Tiruppur","Tiruppur","Sri Kumaran Hospital Blood Bank","No. 774 A-DPN Road, Near Bus Stand","2","0421 4330000","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2240","Tamil Nadu","Dindigul","Dindigul","Christian Fellowship Hospital","Oddanchataram","624619","04553 249050","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2241","Tamil Nadu","Thanjavur","Thanjavur","Voluntary Blood Bank","No. 2936 West Main Road","613009","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2242","Tamil Nadu","Tiruvannamalai","Tiruvannamalai","ST Thomas Hospital Blood Bank and Leprosy Centre","Chettupattu","NA","04181 252263","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2243","Tamil Nadu","Chennai","Chennai","International Centre for Cardio Thoracic and Vascular Diseases","No.-R 30C Ambathur Industrial Estate","600101","044 42017575","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2244","Tamil Nadu","Kanchipuram","Kanchipuram","SRM Medical College Hospital Blood Bank","SRM Nagar, Kattankulathur","603203","044 27455707","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2245","Tamil Nadu","Coimbatore","Coimbatore","Kongu Nadu Hospital PvtLtd","336 to 353 Dr. Rajendra Prasad Road, (100 feet Road)","641012","044 4316000, 044 2494303","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2246","Tamil Nadu","Villupuram","Villupuram","Balaji KMR Charitable Trust","27/B5, Trichy Trunk Road","2","04142 51666","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2247","Tamil Nadu","Coimbatore","Coimbatore","IMA Rotary Masonic Midtown Mahaveer Blood Bank","92,Syrian Church Road, 1st floor","641001","0422 6513322, 0422 6563322","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2248","Tamil Nadu","NA","NA","Royal Blood Bank (Run by Royal Medical Trust","No. 40/2 197 PWD Office Road Peria Nadar Street Nagerkoil","1","046 229903","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2249","Tamil Nadu","Tenkasi","Tirunelveli","Government Head Quarters Hospital","blood bank .Government head quaters hospital","627811","04633 281171","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2250","Tamil Nadu","Erode","Erode","Sri Saanthi Blood(run by Kaveri Trust)","6-9, Kandappa Lane, Brough Road","638001","04242 254266, 04242 264266","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2251","Tamil Nadu","Trichy","Tiruchirappalli","Doctors Blood Bank and Reseach Ceture (Run by DDC Charitable Trust","123/1, Puthur Main Road, Woraiyur","3","0431 274004","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2252","Tamil Nadu","Perambalur","Perambalur","Muthu Blood Bank (Muthu Charitable Trust","No.153 Mettu St Opp to Vegetable Market","NA","0432 8277477","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2253","Tamil Nadu","Salem","Salem","Vinayaka Mission Hospital Blood Bank","NH 47, Sankari Main Road, Seeragapadi","636308","0427 3987000","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2254","Tamil Nadu","Madurai","Madurai","Vadamalayan Blood Bank","Vadamalayan Hospital, No.9B, PT Rajan Road, Chokkikulam","625002","0452 2545400","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2255","Tamil Nadu","Tirunelveli","Tirunelveli","Galaxy Hospital","110/E/20/1 North By Pass Road, Vannarpet","NA","0462 250195104622501955","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2256","Tamil Nadu","Coimbatore","Coimbatore","Lions Club of Coimbatore Legend Blood Bank Research Centre","Red Rase Tower No.422 DB Road, R.S. Puram","2","0422 247737304222470046","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2257","Tamil Nadu","Dindigul","Dindigul","Indian Blood Bank","2/2 Spencor?s Compound","20","0451 2429393","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2258","Tamil Nadu","Kanyakumari","Kanyakumari","Siventhi Blood Bank (Siventhi Medical Trust","1/1 ? 344 -A, M.S. Road, Nagarkovil","NA","0465 22212210465 2221331","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2259","Tamil Nadu","Chennai","Chennai","Dr Kamatchi Memorial and Blood Component research centre (Run by Kamatchi Memorial Trust","No.1 Radial Road, Pallikarani","601302","044 66300300","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2260","Tamil Nadu","Kanchipuram","Kanchipuram","Chettinad Hospital And Research Institute","No. 43 Padur, Chengelput Taluk","NA","044 4741000","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2261","Tamil Nadu","Madurai","Madurai","Sivan Blood Bank Runby Lakshmiammal Memorial Trust","Plot No.10, D.No. 58A Kuruvikaran Salai 1st Cross Street, Aringnar Anna Nagar,","625020","0452 2536562","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2262","Tamil Nadu","Erode","Erode","Lions Club of Erode Supreme Charitable Trust Blood Bank","No. 24 S.K.C Road, 2nd Street","638001","0424 2257744","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2263","Tamil Nadu","Kanyakumari","Kanyakumari","Marthandam Blood Bank","2/64, AIFB Hospital Building, Junction Main Raad, Marthandam","NA","0402 3497377","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2264","Tamil Nadu","NA","NA","Indian Red Cross Society","Indian Red Cross Society, 43 ,Alsaraj Building Medical College Road","613001","04362 273456,","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2265","Tamil Nadu","Madurai","Madurai","Christian Mission Hospital","126 F/3 East Veli Street","625001","0452 232645804522326294","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2266","Tamil Nadu","Salem","Salem","Salem Blood Bank","2A 3rd Agraharam","636001","04272 265432","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2267","Tamil Nadu","Salem","Salem","Kurinji Hospital","167/5 Reddiyar Block, No 1, Five Roads","636016","0427 24333000427 24333010427 2433302","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2268","Tamil Nadu","Chennai","Chennai","Chennai Transfusion and Apheresis Centre BR Speciality Hospital","20 G.N. Chetty Road, T. Nagar","600017","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2269","Tamil Nadu","Dharmapuri","Dharmapuri","Om Sakthi Blood Bank","No 4 Sengodipuram","636701","04342 26038804342 261388","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2270","Tamil Nadu","Tindivanam","Villupuram","St Joseph Hospital","Jayapuram","604002","04147 226363","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2271","Tamil Nadu","Pattukottai","Pattukottai","Government Hospital","Government Hospital","614601","04373 252080","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2272","Tamil Nadu","Tirunelveli","Tirunelveli","Life Line Blood Bank and Research Centre (Run by Subashtika Charitable Society","3rd Floor, Sri Sudharsan Hospital, No.4, Salai Street, Vannarpettai","627003","0462 4560430","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2273","Tamil Nadu","Vellore","Vellore","Sri Narayani Hospital and Research Centre","Tirumalaikodi","632055","0416 2206300","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2274","Tamil Nadu","Salem","Salem","Sri Shellapha Shri Sehllapha Hospital","239, Rajaram Nagar, Near Gandhi Stadium,","636007","0427 2421266","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2275","Tamil Nadu","Kanyakumari","Kanyakumari","Sree Mookambika Institute Medical Science blood bank","14-9C 15, Ist Floor, Medical College Hospital Building, Padamilam, Kulasekaram","629161","04651 2788250","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2276","Tamil Nadu","Tiruppur","Tiruppur","Revathy Medical Centre blood bank","No 10, CKP Layout 4th floor, Valayankadu Main Road, Kumar Nagar (West)","614603","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2277","Tamil Nadu","Chennai","Chennai","ACS General Hospital (Run by DrMGR Educational Reaserch Institute","Periyar E.V.R. Road, Velappan Chavadi","77","044 23782176044 23782186","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2278","Tamil Nadu","Chennai","Chennai","Saveetha Medical College and Hospital (A unit of Saveetha Institute of Medical and Technical Sciences","S.No. 302/1, Mavalur kuppam Village, Saveetha Nagar, Thandalam","602105","044 26810299","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2279","Tamil Nadu","Kanchipuram","Kanchipuram","Karpaga Vinayaga Institute of Medical Sciences","G.S.T.Road, No. 100, Moosivakkam Village, Chinna Kolappakkam, Madhuranthakam Tk","NA","044 27566050","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2280","Tamil Nadu","NA","NA","Deen Dayal Hospital","No. 61, Deen Dayal Nagar, Kunnavalam Post, Thiruvallur Tk","NA","044 27677700","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2281","Tamil Nadu","Chennai","Chennai","Global Hospitals (A unit of Rabindranath GE Medical Assn Pvt Ltd","No. 439, Cheran Nagar, Perumbakkam","600100","044 22777000","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2282","Tamil Nadu","Erode","Erode","Idayam Hospitals Erode Ltd","No. 15, Palaniappa Street","638009","04242 256456","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2283","Tamil Nadu","Salem","Salem","Maruti Blood Bank","Door No. 5, 5/1, Srinivasa Complex, (First Floor) Ram Nagar, Meyyanur","636004","0427 2444962, 0427 4040110","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2284","Tamil Nadu","Tirunelveli","Tirunelveli","Sardar Raja Mission Hospital Blood Bank","Tirurajapuram, Kavalkinaru Junction","NA","04637 231905","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2285","Tamil Nadu","Dindigul","Dindigul","Dindigul Blood Bank","No. 28/2, Veppan thoppu street","624001","0451 2427143","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2286","Tamil Nadu","Nagercoil","Kanyakumari","Bensam Bensam Hospital","No. 100-1, M.S.Road, Kalliyancadu","629003","232532 to 232535","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2287","Tamil Nadu","NA","NA","The Landsteiner Lakshmi Memorial Research Foundation","The Landsteiner Lakshmi Memorial Research Foundation, #27/2, Umayal Road, Alagappa Nagar, Kilpauk,","NA","044 64556600","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2288","Tamil Nadu","Chengalpattu","Kanchipuram","Shri Sathya Sai Medical College and Resrch institute","Ammapettai, Nellikuppam","NA","044 27440700044 27440346","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2289","Tamil Nadu","Salem","Salem","Sivaramji Blood bank (Unit of Janaseva trust","No 266 Omalur main road","7","0427 2318003, 0427 2416760","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2290","Tamil Nadu","Trichy","Tiruchirappalli","Chennai Medical College Hospital and Research Centre","Irungallar, Manachanallur","621105","0431 4298925","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2291","Tamil Nadu","Chennai","Chennai","Sri Ramachandra Medical College and Research Institute","No.1 Ramachandra Nagar, Porur","600116","0442 4768027,0442 4768031,0442 4768033","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2292","Tamil Nadu","Attur","Salem","Annai Blood Bank","104/1, 1st floor, Sadagopar Street, North Udayarpalayam","NA","0428 326419","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2293","Tamil Nadu","Chennai","Chennai","Rotary Blood Bank","Nanganallur, 128, Medavakkam Main Road, Ullagaram","600091","044 43584482","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2294","Tamil Nadu","Chennai","Chennai","Muthukumaran Medical College Hospital and Research Institute","Chickrayapuram, Near Mangadu","600069","044 66344000","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2295","Tamil Nadu","Trichy","Tiruchirappalli","Child Jesus Hospital","Contonment","620001","0431 2415816","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2296","Tamil Nadu","Kanyakumari","Kanyakumari","Lords Blood Bank (Run By Rajamony Memorial Educational Charitable Trust)","129, Main Road, Opp. to R.C. Church, Chunkankadai","629807","04651 231112","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2297","Tamil Nadu","Rajapalayam","Virudhunagar","Sri PAC Ramasamy Raja Rotary (Run by Rajapalayam Rotary Trust","Old No.: 1069, New No.: 170, Madurai to Tenkasi Road","626117","04563 226625","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2298","Tamil Nadu","Chennai","Chennai","Tagore Medical College Hospital","Survey No. 127, 130, 131 Rathinamangalam (First floor Medical College Building)","600048","044 27409724","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2299","Tamil Nadu","Chennai","Chennai","Fortis Malar Hospitals Ltd","52, First Main Road, Gandhi Nagar, Adyar","20","044 28414093, 044 28414296","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2300","Tamil Nadu","Namakkal","Namakkal","Shharc Charity Blood Bank","6/3/39, Dr. Sankaran Road, Gandhi Nagar","637001","0428 6234552","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2301","Tamil Nadu","Thanjavur","Thanjavur","KMR Blood Bank (Run by KMR Charitable Trust)","113A, (First Floor) Arulandha Nagar 7th cross","613007","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2302","Tamil Nadu","Coimbatore","Coimbatore","Shanthi Social Services (Diagnostic Centre","SF No. 128/2 (2249) Trichy Road, Singanallur","NA","0422 2576122","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2303","Tamil Nadu","Coimbatore","Coimbatore","Karpagam Hospital","Pollachi Main Road, Othakkalmandapam","641032","0422 6554443","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2304","Tamil Nadu","Coimbatore","Coimbatore","Vangal Amman Health Service Ltd Kuriji Hospital","522/3 Udayampalayam Road, Sowipalayam Post","28","0422 2562744","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2305","Tamil Nadu","NA","NA","Dhanalakshmi Srinivasan Medical College and Hospital Blood Bank","1st floor Diagnostic Block, Trichy ?Chennai Highways (NH 45) Siruvachur , Perambaulur.","62113","0432 8327999","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2306","Tamil Nadu","Coimbatore","Coimbatore","Swaasam Blood Bank (Run by Any time Blood Voluntary Association)","9/ 3, Sakthi Estate, 3rd st, MG Road, Avarampalyam","641006","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2307","Tamil Nadu","Coimbatore","Coimbatore","Sree Abirami Hospital (P) Ltd","33 Madukkarai Road, Sundarapuram","641024","0452 2339750","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2308","Tamil Nadu","Chennai","Chennai","St Thomas Blood Bank andResearch Centre St Thomas Hospital","5/105, II floor Defence Colony Road, St. Thomas Mount","16","044 22319393","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2309","Tamil Nadu","Coimbatore","Coimbatore","RVS Hospital Blood Bank","242-B (II floor) Trichy Road, Sulur","641402","0422 2682942, 0422 2682943","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2310","Tamil Nadu","Chennai","Chennai","Madha Medical College and Hospital Blood Bank","Kovur, Thandalam","600122","044 24780333","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2311","Tamil Nadu","Erode","Erode","Dhanvantri Charitable Trust Blood Bank","No.1. Old Post office Road, Sathyamangalam","NA","04295 2233322","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2312","Tamil Nadu","Trichy","Tiruchirappalli","Blood Bank of Shavana","13/333 First floor, Keelpagam Trichy Main Road, Manaparai","NA","2750321","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2313","Tamil Nadu","NA","NA","Essar Blood Bank","Arumbakkam Sri A.S. Rajagopalan Trust, No.16. Alagesan Road, Vedachalam Nagar, Chengelput","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2314","Tamil Nadu","Sivakasi","Virudhunagar","Sri Annai (Run by Nestle Foundation Trust","S.No. 49/8B 49/8C ward E Block No. 6., Door No. 56 J2 Chairman A. Shanmuga Nadar Road","626123","04562 222956","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2315","Tamil Nadu","Karur","Karur","Government Head Quarters Hospital","Government Head Quaters Hospital","639001","0432 4260197","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2316","Tamil Nadu","Villupuram","Villupuram","GNBlood Bank (Run by GGEducational and Charitable Trust)",") Sri Aravinda Hospital, 7-C, Chairman Chidambaram Street","605602","04146 225545","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2317","Tamil Nadu","Kovilpatti","Thoothukudi","Sudiksha Prabhu Hospital Blood Bank and Research Centre","65-1, Chokkan Urani St","628501","04632 233939,04632 233828","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2318","Tamil Nadu","Namakkal","Namakkal","Vevekanandha Medical Care Hospital Blood Bank","SF No.20/1,2, Elayampalayam -637 205 Tiruchengodu","NA","04288 234677","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2319","Tamil Nadu","Dindigul","Dindigul","Palani Blood Bank (Run by Annai Educational Trust","49, Dindigal Road, 1st Floor, Opp.to Government Hospital","624601","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2320","Tamil Nadu","Chennai","Chennai","Right Hospitals Blood Bank","No.1, Prof.Subramaniam Street, Kilpauk","10","044 26403939","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2321","Tamil Nadu","Madurai","Madurai","Velammal Medical College Hospital and Reserach Institute","Madurai-Tuticorin Ring Rosad, Annupanadi Village","625009","0452 2510000","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2322","Tamil Nadu","Kanchipuram","Kanchipuram","Annai Medical College and Hospital Blood Bank (Run by Sri Devi Karumari Amman Educational Trust)","1st Floor Casuality Block, Dr. G. Jayarama Nagar, Pennatur, Sri Perumbudur Taluk","602117","044 27162100","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2323","Tamil Nadu","NA","NA","Meenakshi Hospital Blood Bank","SF No.:244./2, 3rd Floor, Nilgiri Therkku Thottam Village, Trichy Tanjore Main Road, Nelagiri Panchayat, Tanjore TK","613005","0436 2226474","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2324","Tamil Nadu","Chennai","Chennai","Apollo Hospitals (Run by Apollo Hospitals Educational Trust)","No. 64, Fourth Flr, Vanagaram to Ambattur Main Rd., Ayanambakkam","95","044 26533429","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2325","Tamil Nadu","Pudukottai","Pudukottai","Meenakshi (Run by Ayyamperumal and K Dakshinamoorthy Trust)","4215, South 4th Street","1","04322 220234","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
